id,company,company_logo,title,domain,city,state,location,type,stipend,duration,duration_months,skills,applications,rating,openings,posted_date,deadline,description,demand_score,growth_trend
4314,Deloitte India,🟫,Data Platform Intern,Big Data Engineering,Bangalore,Karnataka,"Bangalore, Karnataka",Remote,35000,3 Months,3,Python|Kafka|Airflow|SQL|RAG|Playwright,71,2.8,1,2025-04-01,2025-06-01,"Exciting Data Platform Intern opportunity at Deloitte India in the Big Data Engineering domain. Work with cutting-edge technology in Bangalore and gain hands-on experience with Python, Kafka, Airflow.",36.2,1.9
4315,IBM India,🟪,SDET Intern,Quality Assurance,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",Remote,20000,1 Month,1,Jest|Python|Playwright|Postman|API Design|GCP,838,3.7,2,2025-07-18,2025-09-18,"Exciting SDET Intern opportunity at IBM India in the Quality Assurance domain. Work with cutting-edge technology in Dehradun and gain hands-on experience with Jest, Python, Playwright.",38.0,-4.2
4316,Adobe India,🔴,Firmware Developer Intern,Embedded Systems,Raipur,Chhattisgarh,"Raipur, Chhattisgarh",Remote,28000,1 Month,1,Arduino|MQTT|Linux|Python|SQLAlchemy|Power BI,1987,3.9,1,2025-04-15,2025-06-15,"Exciting Firmware Developer Intern opportunity at Adobe India in the Embedded Systems domain. Work with cutting-edge technology in Raipur and gain hands-on experience with Arduino, MQTT, Linux.",49.8,-1.0
4317,Oracle India,🟥,Chip Design Intern,Embedded Systems,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",Remote,100000,6 Months,6,Python|Arduino|Raspberry Pi|MQTT|Plotly|React,897,4.8,5,2025-05-23,2025-07-23,"Exciting Chip Design Intern opportunity at Oracle India in the Embedded Systems domain. Work with cutting-edge technology in Dehradun and gain hands-on experience with Python, Arduino, Raspberry Pi.",70.2,19.2
4318,SAP India,🔷,Product Management Intern,Product Management,Patna,Bihar,"Patna, Bihar",Hybrid,40000,2 Months,2,Agile|Figma|SQL|Excel|Prisma|API Design,252,3.5,10,2025-12-21,2025-12-21,"Exciting Product Management Intern opportunity at SAP India in the Product Management domain. Work with cutting-edge technology in Patna and gain hands-on experience with Agile, Figma, SQL.",34.2,13.8
4319,Salesforce India,☁️,Frontend Developer Intern,Frontend Development,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Remote,18000,1 Month,1,Vue.js|HTML/CSS|Tailwind CSS|JavaScript|Bootstrap|Git,591,3.8,21,2025-08-10,2025-10-10,"Exciting Frontend Developer Intern opportunity at Salesforce India in the Frontend Development domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with Vue.js, HTML/CSS, Tailwind CSS.",36.0,-2.3
4320,Intel India,🔵,DevOps Engineer Intern,DevOps,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Hybrid,40000,3 Months,3,Terraform|Docker|Jenkins|Ansible|Selenium|Matplotlib,1227,4.6,17,2025-08-02,2025-10-02,"Exciting DevOps Engineer Intern opportunity at Intel India in the DevOps domain. Work with cutting-edge technology in Noida and gain hands-on experience with Terraform, Docker, Jenkins.",47.5,-2.6
4321,Samsung India,🔹,API Developer Intern,Backend Development,Mangalore,Karnataka,"Mangalore, Karnataka",Remote,8000,5 Months,5,Java|Node.js|Python|MongoDB|Matplotlib|Webpack,627,4.8,11,2025-04-15,2025-06-15,"Exciting API Developer Intern opportunity at Samsung India in the Backend Development domain. Work with cutting-edge technology in Mangalore and gain hands-on experience with Java, Node.js, Python.",39.9,14.4
4322,Uber India,⚫,Product Designer Intern,UI/UX Design,Vadodara,Gujarat,"Vadodara, Gujarat",Remote,75000,3 Months,3,HTML/CSS|Figma|JavaScript|Adobe XD|React|PostgreSQL,2712,3.9,2,2025-11-06,2025-12-06,"Exciting Product Designer Intern opportunity at Uber India in the UI/UX Design domain. Work with cutting-edge technology in Vadodara and gain hands-on experience with HTML/CSS, Figma, JavaScript.",68.2,4.8
4323,Atlassian India,🔵,Blockchain Developer Intern,Blockchain,Delhi NCR,Delhi,"Delhi NCR, Delhi",On-site,22000,2 Months,2,Ethereum|Hardhat|JavaScript|Web3.js|D3.js|C++,1332,4.1,1,2025-08-09,2025-10-09,"Exciting Blockchain Developer Intern opportunity at Atlassian India in the Blockchain domain. Work with cutting-edge technology in Delhi NCR and gain hands-on experience with Ethereum, Hardhat, JavaScript.",37.0,26.7
4324,Cisco India,🔵,Microservices Intern,Backend Development,Mysore,Karnataka,"Mysore, Karnataka",Remote,35000,1 Month,1,MongoDB|Python|Java|PostgreSQL|Figma|Flutter,391,3.3,14,2025-03-08,2025-05-08,"Exciting Microservices Intern opportunity at Cisco India in the Backend Development domain. Work with cutting-edge technology in Mysore and gain hands-on experience with MongoDB, Python, Java.",37.8,14.4
4325,VMware India,🟦,Blockchain Developer Intern,Blockchain,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",On-site,18000,5 Months,5,JavaScript|Solidity|Ethereum|Hardhat|Content Writing|PyTorch,176,4.6,1,2025-12-04,2025-12-04,"Exciting Blockchain Developer Intern opportunity at VMware India in the Blockchain domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with JavaScript, Solidity, Ethereum.",32.7,10.2
4326,Goldman Sachs,💰,IoT Engineer Intern,IoT,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",On-site,75000,6 Months,6,MQTT|Arduino|AWS|Python|Nginx|Postman,365,4.9,5,2025-06-07,2025-08-07,"Exciting IoT Engineer Intern opportunity at Goldman Sachs in the IoT domain. Work with cutting-edge technology in Ahmedabad and gain hands-on experience with MQTT, Arduino, AWS.",48.6,21.0
4327,Morgan Stanley,🏦,SRE Intern,DevOps,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Remote,18000,1 Month,1,Linux|Docker|Kubernetes|Ansible|Supabase|Adobe XD,215,3.7,4,2025-02-19,2025-04-19,"Exciting SRE Intern opportunity at Morgan Stanley in the DevOps domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with Linux, Docker, Kubernetes.",32.6,-4.0
4328,JP Morgan India,💎,Android Developer Intern,Mobile Development,Hyderabad,Telangana,"Hyderabad, Telangana",On-site,25000,6 Months,6,Firebase|REST APIs|Kotlin|Flutter|Express.js|TypeScript,1151,3.7,2,2025-08-17,2025-10-17,"Exciting Android Developer Intern opportunity at JP Morgan India in the Mobile Development domain. Work with cutting-edge technology in Hyderabad and gain hands-on experience with Firebase, REST APIs, Kotlin.",33.5,26.3
4329,Deutsche Bank India,🔵,ROS Developer Intern,Robotics,Bhopal,Madhya Pradesh,"Bhopal, Madhya Pradesh",Remote,28000,6 Months,6,C++|ROS|Linux|Python|OpenAI API|TypeScript,66,4.3,3,2025-06-07,2025-08-07,"Exciting ROS Developer Intern opportunity at Deutsche Bank India in the Robotics domain. Work with cutting-edge technology in Bhopal and gain hands-on experience with C++, ROS, Linux.",40.5,19.6
4330,Barclays India,🏛️,Social Media Intern,Digital Marketing,Kolkata,West Bengal,"Kolkata, West Bengal",Remote,3000,6 Months,6,Social Media|Excel|Content Writing|Google Analytics|Truffle|Angular,485,4.0,18,2025-11-24,2025-12-24,"Exciting Social Media Intern opportunity at Barclays India in the Digital Marketing domain. Work with cutting-edge technology in Kolkata and gain hands-on experience with Social Media, Excel, Content Writing.",31.2,7.2
4331,HDFC Bank Tech,🔴,MERN Stack Intern,Full Stack Development,Pune,Maharashtra,"Pune, Maharashtra",Hybrid,30000,5 Months,5,Docker|JavaScript|PostgreSQL|Node.js|Streamlit|Agile,998,4.2,19,2025-05-20,2025-07-20,"Exciting MERN Stack Intern opportunity at HDFC Bank Tech in the Full Stack Development domain. Work with cutting-edge technology in Pune and gain hands-on experience with Docker, JavaScript, PostgreSQL.",42.6,18.6
4332,ICICI Tech,🟠,CI/CD Engineer Intern,DevOps,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Remote,45000,4 Months,4,Jenkins|AWS|Ansible|CI/CD|FastAPI|Node.js,984,4.9,12,2025-01-10,2025-03-10,"Exciting CI/CD Engineer Intern opportunity at ICICI Tech in the DevOps domain. Work with cutting-edge technology in Noida and gain hands-on experience with Jenkins, AWS, Ansible.",54.8,8.6
4333,SBI Digital,🔵,Platform Engineer Intern,Software Development,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",On-site,75000,5 Months,5,SQL|C++|Python|Git|Nginx|Selenium,1011,3.5,2,2025-09-11,2025-11-11,"Exciting Platform Engineer Intern opportunity at SBI Digital in the Software Development domain. Work with cutting-edge technology in Noida and gain hands-on experience with SQL, C++, Python.",48.4,-1.7
4334,Bajaj Finserv,🔷,Social Media Intern,Digital Marketing,Chandigarh,Punjab,"Chandigarh, Punjab",Hybrid,8000,4 Months,4,Excel|Social Media|Google Analytics|SEO|Xamarin|Raspberry Pi,1272,4.5,2,2025-04-08,2025-06-08,"Exciting Social Media Intern opportunity at Bajaj Finserv in the Digital Marketing domain. Work with cutting-edge technology in Chandigarh and gain hands-on experience with Excel, Social Media, Google Analytics.",37.3,30.5
4335,PolicyBazaar,🟢,Autonomous Systems Intern,Robotics,Delhi NCR,Delhi,"Delhi NCR, Delhi",On-site,28000,3 Months,3,Computer Vision|TensorFlow|C++|ROS|Java|Supabase,711,4.4,1,2025-06-21,2025-08-21,"Exciting Autonomous Systems Intern opportunity at PolicyBazaar in the Robotics domain. Work with cutting-edge technology in Delhi NCR and gain hands-on experience with Computer Vision, TensorFlow, C++.",37.0,2.6
4336,Nykaa,🩷,Full Stack Developer Intern,Full Stack Development,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",On-site,20000,5 Months,5,MongoDB|PostgreSQL|Docker|React|Flask|LangChain,1464,3.7,5,2025-09-04,2025-11-04,"Exciting Full Stack Developer Intern opportunity at Nykaa in the Full Stack Development domain. Work with cutting-edge technology in Ahmedabad and gain hands-on experience with MongoDB, PostgreSQL, Docker.",37.6,2.4
4337,Dream11,🏏,Cloud Engineer Intern,Cloud Computing,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",On-site,12000,2 Months,2,AWS|Azure|Kubernetes|GCP|Plotly|Spring Boot,215,3.1,2,2025-01-09,2025-03-09,"Exciting Cloud Engineer Intern opportunity at Dream11 in the Cloud Computing domain. Work with cutting-edge technology in Indore and gain hands-on experience with AWS, Azure, Kubernetes.",24.0,13.9
4338,Unacademy,🟢,Analytics Intern,Business Analytics,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",On-site,70000,5 Months,5,R|SQL|Excel|Pandas|Selenium|Flask,396,4.2,1,2025-06-14,2025-08-14,"Exciting Analytics Intern opportunity at Unacademy in the Business Analytics domain. Work with cutting-edge technology in Ahmedabad and gain hands-on experience with R, SQL, Excel.",44.3,35.0
4339,Vedantu,🟠,UX Research Intern,UI/UX Design,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",Hybrid,15000,4 Months,4,HTML/CSS|Tailwind CSS|Material UI|JavaScript|C++|Solana,3462,4.0,3,2025-01-04,2025-03-04,"Exciting UX Research Intern opportunity at Vedantu in the UI/UX Design domain. Work with cutting-edge technology in Chennai and gain hands-on experience with HTML/CSS, Tailwind CSS, Material UI.",53.1,27.9
4340,upGrad,🔴,Web Developer Intern,Web Development,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",Remote,50000,3 Months,3,React|Node.js|Git|JavaScript|WebSocket|Spark,880,3.9,3,2025-05-14,2025-07-14,"Exciting Web Developer Intern opportunity at upGrad in the Web Development domain. Work with cutting-edge technology in Dehradun and gain hands-on experience with React, Node.js, Git.",51.0,-3.1
4341,Scaler,⚡,Social Media Intern,Digital Marketing,Mumbai,Maharashtra,"Mumbai, Maharashtra",Hybrid,7000,6 Months,6,Social Media|Excel|Content Writing|Google Analytics|Solana|Svelte,946,4.5,1,2025-10-06,2025-12-06,"Exciting Social Media Intern opportunity at Scaler in the Digital Marketing domain. Work with cutting-edge technology in Mumbai and gain hands-on experience with Social Media, Excel, Content Writing.",36.3,12.6
4342,Coding Ninjas,🟠,ETL Developer Intern,Big Data Engineering,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",On-site,50000,3 Months,3,SQL|Python|Airflow|Kafka|Mocha|Agile,905,4.6,2,2025-03-14,2025-05-14,"Exciting ETL Developer Intern opportunity at Coding Ninjas in the Big Data Engineering domain. Work with cutting-edge technology in Chennai and gain hands-on experience with SQL, Python, Airflow.",45.6,18.4
4343,GeeksforGeeks,🟢,AI Research Intern,AI Research,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",On-site,50000,1 Month,1,Computer Vision|PyTorch|Python|Deep Learning|Streamlit|API Design,73,3.2,4,2025-01-02,2025-03-02,"Exciting AI Research Intern opportunity at GeeksforGeeks in the AI Research domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with Computer Vision, PyTorch, Python.",33.8,33.7
4344,HackerRank,🟩,Performance Tester Intern,Quality Assurance,Kolkata,West Bengal,"Kolkata, West Bengal",Hybrid,35000,1 Month,1,Playwright|Cypress|Postman|Selenium|Raspberry Pi|API Design,1026,3.0,2,2025-08-11,2025-10-11,"Exciting Performance Tester Intern opportunity at HackerRank in the Quality Assurance domain. Work with cutting-edge technology in Kolkata and gain hands-on experience with Playwright, Cypress, Postman.",37.1,0.2
4345,Postman,🟠,Server Engineer Intern,Backend Development,Surat,Gujarat,"Surat, Gujarat",On-site,25000,2 Months,2,Redis|REST APIs|Python|Java|API Design|Heroku,352,4.1,5,2025-01-19,2025-03-19,"Exciting Server Engineer Intern opportunity at Postman in the Backend Development domain. Work with cutting-edge technology in Surat and gain hands-on experience with Redis, REST APIs, Python.",31.6,34.6
4346,Notion India,⚫,Robotics Engineer Intern,Robotics,Guwahati,Assam,"Guwahati, Assam",On-site,90000,2 Months,2,Computer Vision|Linux|ROS|Python|D3.js|Elasticsearch,393,3.8,7,2025-02-08,2025-04-08,"Exciting Robotics Engineer Intern opportunity at Notion India in the Robotics domain. Work with cutting-edge technology in Guwahati and gain hands-on experience with Computer Vision, Linux, ROS.",52.7,7.1
4347,Slack India,💜,Visual Designer Intern,UI/UX Design,Kochi,Kerala,"Kochi, Kerala",On-site,15000,5 Months,5,Adobe XD|Material UI|Tailwind CSS|JavaScript|AWS|Mocha,666,4.6,6,2025-03-28,2025-05-28,"Exciting Visual Designer Intern opportunity at Slack India in the UI/UX Design domain. Work with cutting-edge technology in Kochi and gain hands-on experience with Adobe XD, Material UI, Tailwind CSS.",30.6,17.2
4348,Figma India,🔴,Metaverse Developer Intern,AR/VR Development,Pune,Maharashtra,"Pune, Maharashtra",Remote,50000,6 Months,6,Three.js|OpenCV|Python|C++|Express.js|Deep Learning,913,2.5,2,2025-03-16,2025-05-16,"Exciting Metaverse Developer Intern opportunity at Figma India in the AR/VR Development domain. Work with cutting-edge technology in Pune and gain hands-on experience with Three.js, OpenCV, Python.",45.7,17.0
4349,Canva India,🔵,IoT Engineer Intern,IoT,Mangalore,Karnataka,"Mangalore, Karnataka",Hybrid,18000,4 Months,4,Raspberry Pi|Edge Computing|AWS|Arduino|Swagger|Jenkins,171,4.2,11,2025-01-25,2025-03-25,"Exciting IoT Engineer Intern opportunity at Canva India in the IoT domain. Work with cutting-edge technology in Mangalore and gain hands-on experience with Raspberry Pi, Edge Computing, AWS.",32.3,11.1
4350,Stripe India,💙,CI/CD Engineer Intern,DevOps,Nagpur,Maharashtra,"Nagpur, Maharashtra",Hybrid,40000,4 Months,4,Kubernetes|Linux|Jenkins|Ansible|Python|Databricks,471,3.5,1,2025-07-17,2025-09-17,"Exciting CI/CD Engineer Intern opportunity at Stripe India in the DevOps domain. Work with cutting-edge technology in Nagpur and gain hands-on experience with Kubernetes, Linux, Jenkins.",34.6,5.7
4351,Twilio India,🔴,Embedded Systems Intern,IoT,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",Hybrid,35000,2 Months,2,Raspberry Pi|Python|MQTT|AWS|R|Pytest,1180,4.5,1,2025-04-20,2025-06-20,"Exciting Embedded Systems Intern opportunity at Twilio India in the IoT domain. Work with cutting-edge technology in Bhubaneswar and gain hands-on experience with Raspberry Pi, Python, MQTT.",44.3,10.9
4352,Spotify India,🟢,Computer Vision Intern,Computer Vision,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Hybrid,6000,1 Month,1,Python|Deep Learning|Computer Vision|OpenCV|Edge Computing|Spring Boot,140,4.2,1,2025-11-28,2025-12-28,"Exciting Computer Vision Intern opportunity at Spotify India in the Computer Vision domain. Work with cutting-edge technology in Visakhapatnam and gain hands-on experience with Python, Deep Learning, Computer Vision.",28.5,10.8
4353,Netflix India,🔴,XR Engineer Intern,AR/VR Development,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",On-site,75000,5 Months,5,C++|Unreal Engine|Python|OpenCV|Sequelize|React Native,1047,4.0,4,2025-09-16,2025-11-16,"Exciting XR Engineer Intern opportunity at Netflix India in the AR/VR Development domain. Work with cutting-edge technology in Bhubaneswar and gain hands-on experience with C++, Unreal Engine, Python.",52.2,16.0
4354,Twitter India,🔵,APM Intern,Product Management,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",Hybrid,20000,6 Months,6,SQL|Excel|Tableau|Agile|Chart.js|Machine Learning,347,3.6,11,2025-03-08,2025-05-08,"Exciting APM Intern opportunity at Twitter India in the Product Management domain. Work with cutting-edge technology in Bhubaneswar and gain hands-on experience with SQL, Excel, Tableau.",32.5,-5.8
4355,Meta India,🔵,Product Management Intern,Product Management,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",On-site,90000,2 Months,2,Scrum|Figma|SQL|Tableau|Microservices|Web3.js,199,4.6,1,2025-11-02,2025-12-02,"Exciting Product Management Intern opportunity at Meta India in the Product Management domain. Work with cutting-edge technology in Chennai and gain hands-on experience with Scrum, Figma, SQL.",50.8,10.8
4356,Apple India,⚫,MEAN Stack Intern,Full Stack Development,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Remote,90000,1 Month,1,React|TypeScript|MongoDB|Docker|Elasticsearch|Blockchain,944,3.7,9,2025-06-25,2025-08-25,"Exciting MEAN Stack Intern opportunity at Apple India in the Full Stack Development domain. Work with cutting-edge technology in Noida and gain hands-on experience with React, TypeScript, MongoDB.",59.7,22.3
